253,465,5.0,891628467
224,29,3.0,888104457
167,486,4.0,892738452
42,423,5.0,881107687
20,288,1.0,879667584
13,526,3.0,882141053
167,232,1.0,892738341
254,1444,3.0,886475558
42,403,3.0,881108684
8,338,4.0,879361873
42,96,5.0,881107178
224,245,3.0,888082216
13,836,2.0,882139746
13,272,4.0,884538403
121,514,3.0,891387947
42,794,3.0,881108425
254,164,4.0,886472768
13,98,4.0,881515011
13,360,4.0,882140926
224,26,3.0,888104153
161,202,5.0,891170769
148,408,5.0,877399018
91,323,2.0,891438397
13,198,3.0,881515193
296,705,5.0,884197193
42,546,3.0,881105817
296,508,5.0,884196584
13,215,5.0,882140588
170,749,5.0,887646170
254,662,4.0,887347350
13,56,5.0,881515011
197,96,5.0,891409839
13,344,2.0,888073635
121,291,3.0,891390477
296,20,5.0,884196921
13,186,4.0,890704999
254,436,2.0,886474216
13,498,4.0,882139901
13,892,3.0,882774224
65,47,2.0,879216672
91,480,4.0,891438875
13,229,4.0,882397650
8,550,3.0,879362356
224,77,4.0,888103872
129,873,1.0,883245452
254,229,4.0,886474580
197,346,3.0,891409070
75,284,2.0,884050393
121,740,3.0,891390544
13,864,4.0,882141924
171,292,4.0,891034835
13,901,1.0,883670672
42,274,5.0,881105817
13,809,4.0,882397582
42,588,5.0,881108147
48,609,4.0,879434819
8,22,5.0,879362183
2,292,4.0,888550774
13,823,5.0,882397833
146,1022,5.0,891458193
13,780,1.0,882142057
253,259,2.0,891628883
42,44,3.0,881108548
42,1028,4.0,881106072
197,688,1.0,891409564
224,69,4.0,888082495
167,659,4.0,892738277
65,806,4.0,879216529
254,121,3.0,886472369
161,48,1.0,891170745
254,378,3.0,886474396
42,625,3.0,881108873
254,357,3.0,886472466
89,216,5.0,879459859
20,208,2.0,879669401
224,178,4.0,888082468
2,251,5.0,888552084
161,318,3.0,891170824
148,1,4.0,877019411
197,347,4.0,891409070
197,511,5.0,891409839
224,583,1.0,888103729
13,418,2.0,882398763
13,858,1.0,882397068
296,228,4.0,884197264
13,72,4.0,882141727
65,125,4.0,879217509
75,240,1.0,884050661
13,181,5.0,882140354
2,50,5.0,888552084
176,875,4.0,886047442
253,97,4.0,891628501
121,180,3.0,891388286
8,50,5.0,879362124
91,683,3.0,891438351
254,219,1.0,886475980
42,98,4.0,881106711
296,222,5.0,884196640
75,237,2.0,884050309
13,147,3.0,882397502
161,168,1.0,891171174
42,953,2.0,881108815
176,324,5.0,886047292
254,230,4.0,886472400
296,429,5.0,884197330
13,868,5.0,882139901
253,746,3.0,891628630
197,302,3.0,891409070
121,14,5.0,891390014
75,546,3.0,884050422
13,195,3.0,881515296
13,807,1.0,886304229
65,1142,4.0,879217349
121,117,1.0,891388600
13,121,5.0,882397503
161,898,3.0,891170191
48,680,3.0,879434330
13,308,3.0,881514726
224,678,3.0,888082277
65,100,3.0,879217558
176,327,3.0,886047176
13,396,3.0,882141727
129,331,2.0,883244737
161,98,4.0,891171357
197,300,4.0,891409422
48,309,3.0,879434132
170,292,5.0,884103732
197,55,3.0,891409982
296,855,5.0,884197352
13,66,3.0,882141485
42,685,4.0,881105972
30,539,3.0,885941454
13,59,4.0,882140425
65,196,5.0,879216637
224,191,4.0,888082468
13,150,5.0,882140588
42,176,3.0,881107178
253,510,5.0,891628416
13,354,2.0,888779458
91,28,4.0,891439243
254,379,1.0,886474650
148,140,1.0,877019882
224,873,2.0,888082187
42,195,5.0,881107949
13,331,3.0,881515457
254,188,3.0,886473672
176,258,4.0,886047026
254,575,3.0,886476165
161,162,2.0,891171413
30,435,5.0,885941156
224,20,1.0,888104487
197,229,3.0,891410039
13,766,4.0,882139686
253,216,4.0,891628252
296,248,5.0,884196765
148,114,5.0,877016735
170,299,3.0,886190476
13,14,4.0,884538727
254,1116,3.0,886473448
42,185,4.0,881107449
148,70,5.0,877021271
224,332,3.0,888103429
167,364,3.0,892738212
197,515,5.0,891409935
13,320,1.0,882397010
296,258,5.0,884196469
224,949,3.0,888104057
13,451,1.0,882141872
42,69,4.0,881107375
13,493,5.0,882140206
13,289,2.0,882140759
296,242,4.0,884196057
13,488,3.0,890704999
121,509,5.0,891388145
91,427,4.0,891439057
254,624,2.0,886473254
254,418,3.0,886473078
42,684,4.0,881108093
197,294,4.0,891409290
42,603,4.0,881107502
13,848,5.0,882140001
13,144,4.0,882397146
75,409,3.0,884050829
197,518,1.0,891409982
224,215,4.0,888082612
13,476,2.0,882141997
296,48,5.0,884197091
224,658,1.0,888103840
13,97,4.0,882399357
13,781,3.0,882399528
13,338,1.0,882140740
224,528,3.0,888082658
89,197,5.0,879459859
42,1041,4.0,881109060
75,476,1.0,884050393
224,149,1.0,888103999
48,174,5.0,879434723
13,167,4.0,882141659
13,570,5.0,882397581
13,844,1.0,882397010
13,685,5.0,882397582
13,567,1.0,882396955
89,1048,3.0,879460027
253,50,4.0,891628518
13,877,2.0,882140792
48,259,4.0,879434270
42,121,4.0,881110578
224,43,3.0,888104456
42,606,3.0,881107538
13,480,3.0,881515193
176,294,2.0,886047220
30,82,4.0,875060217
42,456,3.0,881106113
167,392,1.0,892738307
148,495,4.0,877016735
65,202,4.0,879217852
254,286,1.0,887346861
129,303,3.0,883244011
42,506,3.0,881108760
197,849,3.0,891410124
13,314,1.0,884538485
65,56,3.0,879217816
197,176,5.0,891409798
176,288,3.0,886046979
121,405,2.0,891390579
161,174,2.0,891170800
42,143,4.0,881108229
296,286,5.0,884196209
20,11,2.0,879669401
20,176,2.0,879669152
13,915,5.0,892015023
75,121,4.0,884050450
224,708,2.0,888104153
224,1208,1.0,888104554
42,746,3.0,881108279
13,226,4.0,882397651
13,548,3.0,882398743
253,183,5.0,891628341
170,245,5.0,884103758
121,86,5.0,891388286
48,690,4.0,879434211
253,203,4.0,891628651
13,305,4.0,881514811
91,172,4.0,891439208
296,272,5.0,884198772
296,510,5.0,884197264
13,918,3.0,892524090
13,273,3.0,882397502
75,1017,5.0,884050502
254,380,4.0,886474456
2,314,1.0,888980085
89,732,5.0,879459909
254,50,5.0,886471151
42,48,5.0,881107821
148,172,5.0,877016513
65,676,5.0,879217689
197,288,3.0,891409387
75,147,3.0,884050134
42,999,4.0,881108982
296,275,4.0,884196555
167,404,3.0,892738278
42,102,5.0,881108873
75,496,5.0,884051921
65,97,5.0,879216605
224,22,5.0,888103581
13,840,3.0,886261387
254,649,1.0,886474619
48,308,5.0,879434292
197,570,4.0,891410124
163,288,3.0,891220226
167,1306,5.0,892738385
176,297,3.0,886047918
42,210,5.0,881108633
197,231,3.0,891410124
42,785,4.0,881109060
13,178,4.0,882139829
30,181,4.0,875060217
8,182,5.0,879362183
91,423,5.0,891439090
254,577,1.0,886476092
167,603,4.0,892738212
296,427,5.0,884198772
148,1149,5.0,877016513
91,193,3.0,891439057
197,431,3.0,891409935
13,42,4.0,882141393
13,94,3.0,882142057
148,177,2.0,877020715
224,258,3.0,888081947
13,908,1.0,886302385
197,770,3.0,891410082
13,300,1.0,881515736
148,185,1.0,877398385
13,180,5.0,882141248
48,603,4.0,879434607
13,29,2.0,882397833
42,405,4.0,881105541
296,83,5.0,884199624
253,747,3.0,891628501
197,449,5.0,891410124
197,510,5.0,891409935
224,778,1.0,888104057
129,270,3.0,883243934
13,508,3.0,882140426
197,566,4.0,891409893
91,507,4.0,891438977
338,494,3.0,879438570
42,845,5.0,881110719
13,45,3.0,882139863
42,781,4.0,881108280
254,141,3.0,886472836
13,820,4.0,882398743
161,582,1.0,891170800
224,301,3.0,888082013
13,509,5.0,882140691
42,380,4.0,881108548
296,961,5.0,884197287
254,596,4.0,886473852
148,501,4.0,877020297
121,121,2.0,891388501
296,544,4.0,884196938
13,755,3.0,882399014
296,32,4.0,884197131
13,2,3.0,882397650
148,529,5.0,877398901
13,830,1.0,882397581
224,1119,3.0,888082634
296,1009,3.0,884196921
197,651,5.0,891409839
13,64,5.0,882140037
42,70,3.0,881109148
129,272,4.0,883243972
338,211,4.0,879438092
224,1442,3.0,888104281
8,79,4.0,879362286
197,1419,2.0,891410124
30,289,2.0,876847817
338,613,3.0,879438597
167,675,1.0,892738277
13,859,1.0,882397040
42,357,5.0,881107687
13,625,2.0,882398691
176,272,5.0,886047068
13,428,5.0,882140588
13,913,1.0,892014908
170,328,3.0,884103860
13,212,5.0,882399385
197,181,5.0,891409893
224,632,2.0,888103872
65,70,1.0,879216529
167,48,1.0,892738277
224,879,3.0,888082099
13,168,4.0,881515193
20,118,4.0,879668442
167,222,4.0,892737995
224,977,2.0,888104281
13,856,5.0,886303171
338,79,4.0,879438715
253,483,5.0,891628122
254,384,1.0,886475790
42,1043,2.0,881108633
13,319,4.0,882139327
148,98,3.0,877017714
13,312,1.0,883670630
176,305,5.0,886047068
42,204,5.0,881107821
13,860,1.0,882396984
2,297,4.0,888550871
13,540,3.0,882398410
254,240,1.0,886476165
91,264,4.0,891438583
89,246,5.0,879461219
254,257,3.0,886471389
42,404,5.0,881108760
13,614,4.0,884538634
13,876,2.0,881515521
161,14,4.0,891171413
13,90,3.0,882141872
224,243,2.0,888082277
91,195,5.0,891439057
197,68,2.0,891410082
161,654,3.0,891171357
48,661,5.0,879434954
13,263,5.0,881515647
20,186,3.0,879669040
163,56,4.0,891220097
148,214,5.0,877019882
121,174,3.0,891388063
20,172,3.0,879669181
13,788,1.0,882396914
89,936,5.0,879461219
2,290,3.0,888551441
48,210,3.0,879434886
13,782,3.0,885744650
13,440,1.0,882397040
253,210,4.0,891628598
75,820,3.0,884050979
