305,451,3.0,886324817
122,387,5.0,879270459
260,322,4.0,890618898
243,15,3.0,879987440
135,23,4.0,879857765
174,368,1.0,886434402
305,427,5.0,886323090
155,323,2.0,879371261
68,117,4.0,876973939
172,177,4.0,875537965
305,117,2.0,886324028
66,298,4.0,883601324
305,471,4.0,886323648
305,214,2.0,886323068
66,258,4.0,883601089
305,425,4.0,886324486
174,315,5.0,886432749
305,71,3.0,886323684
243,1039,4.0,879988184
173,289,4.0,877556988
185,23,4.0,883524249
274,845,5.0,878945579
274,405,4.0,878945840
122,509,4.0,879270511
66,877,1.0,883601089
305,654,4.0,886323937
173,328,5.0,877557028
68,237,5.0,876974133
305,512,4.0,886323525
174,937,5.0,886432989
68,742,1.0,876974198
185,287,5.0,883526288
174,660,5.0,886514261
135,1046,3.0,879858003
185,216,4.0,883526268
274,50,5.0,878944679
172,220,4.0,875537441
199,221,4.0,883782854
66,181,5.0,883601425
185,114,4.0,883524320
122,378,4.0,879270769
174,402,5.0,886513729
122,510,4.0,879270327
4,264,3.0,892004275
305,483,5.0,886323068
66,1,3.0,883601324
4,303,5.0,892002352
172,580,4.0,875538028
305,79,3.0,886324276
274,748,5.0,878944406
199,268,5.0,883782509
243,208,4.0,879989134
315,273,3.0,879821349
66,7,3.0,883601355
135,39,3.0,879857931
305,11,1.0,886323237
172,462,3.0,875537717
185,740,4.0,883524475
305,50,5.0,886321799
135,1208,3.0,879858003
185,199,4.0,883526268
174,80,1.0,886515210
315,13,4.0,879821158
315,185,4.0,879821267
199,258,4.0,883782403
305,189,5.0,886323303
185,269,5.0,883524428
174,395,1.0,886515154
68,7,3.0,876974096
211,127,4.0,879461498
98,47,4.0,880498898
12,300,4.0,879958639
258,288,1.0,885700919
305,187,4.0,886323189
174,237,4.0,886434047
4,361,5.0,892002353
260,990,5.0,890618729
305,61,4.0,886323378
135,431,2.0,879857868
305,960,1.0,886324362
135,449,3.0,879857843
174,160,5.0,886514377
305,923,5.0,886323237
173,286,5.0,877556626
305,529,5.0,886324097
66,249,4.0,883602158
174,471,5.0,886433804
4,357,4.0,892003525
173,323,5.0,877556926
122,215,4.0,879270676
315,305,5.0,881017419
305,186,4.0,886323902
305,347,3.0,886308111
172,488,3.0,875537965
315,651,3.0,879799457
315,657,4.0,879821299
155,988,2.0,879371261
305,203,4.0,886323839
98,163,3.0,880499053
305,15,1.0,886322796
305,87,1.0,886323153
211,300,2.0,879461395
68,118,2.0,876974248
305,238,3.0,886323617
315,431,2.0,879821300
305,209,5.0,886322966
155,748,2.0,879371261
274,288,4.0,878944379
174,396,1.0,886515104
122,715,5.0,879270741
4,260,4.0,892004275
174,699,5.0,886514220
68,411,1.0,876974596
174,41,1.0,886515063
