290,88,4.0,880731963
290,143,5.0,880474293
223,274,4.0,891550094
222,366,4.0,878183381
265,118,4.0,875320714
222,750,5.0,883815120
222,755,4.0,878183481
130,379,4.0,875801662
130,216,4.0,875216545
130,1014,3.0,876250718
219,82,1.0,889452455
222,118,4.0,877563802
222,77,4.0,878183616
101,829,3.0,877136138
222,724,3.0,878181976
222,151,3.0,878182109
130,1017,3.0,874953895
109,631,3.0,880579371
222,97,4.0,878181739
222,278,2.0,877563913
285,191,4.0,890595859
290,50,5.0,880473582
130,109,3.0,874953794
109,8,3.0,880572642
130,642,4.0,875216933
152,301,3.0,880147407
217,597,4.0,889070087
222,781,3.0,881059677
222,812,2.0,881059117
222,26,3.0,878183043
109,127,2.0,880563471
130,1246,3.0,876252497
101,304,3.0,877135677
222,173,5.0,878183043
222,49,3.0,878183512
223,328,3.0,891548959
290,161,4.0,880474293
159,1028,5.0,880557539
217,2,3.0,889069782
222,796,4.0,878183684
222,448,3.0,878183565
130,1217,4.0,875801778
109,475,1.0,880563641
190,977,2.0,891042938
109,566,4.0,880578814
222,379,1.0,878184290
223,11,3.0,891550649
222,53,5.0,878184113
222,87,3.0,878182589
217,182,2.0,889070109
109,178,3.0,880572950
130,1248,3.0,880396702
130,105,4.0,876251160
152,685,5.0,880149074
109,402,4.0,880581344
109,97,3.0,880578711
217,27,1.0,889070011
190,974,2.0,891625949
285,269,4.0,890595313
223,1150,2.0,891549841
277,257,3.0,879543487
130,569,3.0,880396494
222,22,5.0,878183285
223,423,3.0,891550684
223,763,3.0,891550067
130,307,4.0,877984546
285,150,5.0,890595636
222,106,2.0,883816184
190,117,4.0,891033697
130,949,3.0,876251944
222,1041,3.0,881060155
290,208,3.0,880475245
130,234,5.0,875216932
101,596,3.0,877136564
223,908,1.0,891548802
109,1012,4.0,880564570
109,1,4.0,880563619
152,111,5.0,880148782
277,255,4.0,879544145
222,88,4.0,878183336
290,132,3.0,880473993
277,1011,3.0,879543697
285,151,5.0,890595636
222,148,2.0,881061164
109,258,5.0,880562908
222,552,2.0,878184596
290,568,3.0,880474716
265,471,4.0,875320302
222,1057,4.0,881061370
222,1042,4.0,878184514
101,222,3.0,877136243
130,901,1.0,884624044
222,1044,4.0,881060578
130,542,3.0,875801778
130,806,3.0,875217096
130,316,4.0,888211794
109,588,4.0,880578388
101,471,3.0,877136535
109,627,5.0,880582133
277,279,4.0,879543592
223,8,2.0,891550684
217,144,4.0,889069782
46,307,3.0,883611430
289,282,3.0,876789180
277,282,4.0,879543697
223,977,2.0,891550295
101,405,4.0,877137015
217,7,4.0,889069741
222,1284,4.0,878184422
190,302,5.0,891033606
130,206,3.0,875801695
152,412,2.0,880149328
223,411,1.0,891550005
130,731,3.0,876251922
222,441,2.0,881059920
238,252,3.0,883576644
159,127,5.0,880989744
223,596,3.0,891549713
101,281,2.0,877136842
238,756,3.0,883576476
109,101,1.0,880578186
159,1037,2.0,884360502
238,111,4.0,883576603
130,267,5.0,875801239
101,252,3.0,877136628
109,975,3.0,880572351
130,245,1.0,874953526
219,347,1.0,889386819
223,969,5.0,891550649
290,82,4.0,880473918
290,393,3.0,880475169
219,882,3.0,889386741
222,1207,2.0,881060659
159,685,4.0,880557347
222,29,3.0,878184571
223,318,4.0,891550711
217,22,5.0,889069741
109,797,3.0,880582856
130,931,2.0,880396881
109,31,4.0,880577844
130,366,5.0,876251972
222,135,5.0,878181563
289,849,4.0,876789943
222,157,4.0,878181976
109,100,4.0,880563080
277,1197,4.0,879543768
222,323,3.0,877562839
130,332,4.0,876250582
130,161,4.0,875802058
222,153,4.0,878182416
222,298,4.0,877563253
290,222,4.0,880731778
289,7,4.0,876789628
290,476,3.0,880475837
130,815,3.0,874953866
222,172,5.0,878183079
277,273,5.0,879544145
109,154,2.0,880578121
222,210,4.0,878184338
109,89,4.0,880573263
130,200,5.0,875217392
217,82,5.0,889069842
130,622,3.0,875802173
222,25,3.0,877563437
152,147,3.0,880149045
217,195,5.0,889069709
46,690,5.0,883611274
130,410,5.0,875802105
222,426,1.0,878181351
130,993,5.0,874953665
101,282,3.0,877135883
130,876,4.0,874953291
159,259,4.0,893255969
109,5,3.0,880580637
109,159,4.0,880578121
130,682,4.0,881076059
130,568,5.0,876251693
109,195,5.0,880578038
290,21,3.0,880475695
222,1053,3.0,881060735
222,715,2.0,878183924
222,69,5.0,878182338
223,322,4.0,891548920
290,71,5.0,880473667
190,147,4.0,891033863
152,272,5.0,890322298
285,216,3.0,890595900
289,1,3.0,876789736
130,56,5.0,875216283
222,58,3.0,878182479
265,7,2.0,875320689
190,751,4.0,891033606
152,25,3.0,880149045
159,249,4.0,884027269
222,1078,2.0,878183449
289,815,3.0,876789581
290,274,4.0,880731874
101,369,2.0,877136928
152,716,5.0,884019001
109,930,3.0,880572351
109,218,4.0,880578633
290,1028,3.0,880732365
190,340,1.0,891033153
130,172,5.0,875801530
290,429,4.0,880474606
159,815,3.0,880557387
238,118,3.0,883576509
130,546,4.0,876250932
222,939,3.0,878182211
130,550,5.0,878537602
223,258,1.0,891548802
152,132,5.0,882475496
130,231,3.0,875801422
222,217,3.0,881060062
159,111,4.0,880556981
152,97,5.0,882475618
289,410,2.0,876790361
285,288,5.0,890595584
290,153,3.0,880475310
290,218,2.0,880475542
217,566,4.0,889069903
223,237,5.0,891549657
290,1013,2.0,880732131
222,433,4.0,881059876
130,204,5.0,875216718
290,239,2.0,880474451
217,1222,1.0,889070050
109,1011,3.0,880571872
290,380,3.0,880731766
109,281,2.0,880571919
109,230,5.0,880579107
222,554,2.0,881060435
190,717,3.0,891042938
265,279,2.0,875320462
159,323,4.0,880485443
109,845,4.0,880571684
238,815,2.0,883576398
190,742,3.0,891033841
309,333,3.0,877370419
222,501,2.0,881060331
130,930,3.0,876251072
223,470,4.0,891550767
109,62,3.0,880578711
277,24,4.0,879543931
130,572,3.0,878537853
223,845,4.0,891549713
130,71,5.0,875801695
130,50,5.0,874953665
46,333,5.0,883611374
265,472,3.0,875320542
217,810,3.0,889070050
109,796,3.0,880582856
219,179,5.0,889492687
152,125,5.0,880149165
109,90,3.0,880583192
217,578,5.0,889070087
130,772,4.0,876251804
223,323,2.0,891549017
130,418,5.0,875801631
109,147,4.0,880564679
217,685,5.0,889069782
223,1,4.0,891549324
217,540,1.0,889070087
101,928,2.0,877136302
159,328,3.0,893255993
159,258,4.0,893255836
152,780,5.0,884019189
130,125,5.0,875801963
159,930,4.0,880557824
109,550,5.0,880579107
222,164,4.0,878181768
223,216,5.0,891550925
101,1051,2.0,877136891
130,566,4.0,878537558
130,413,3.0,876251127
130,55,5.0,875216507
222,250,2.0,877563801
223,298,5.0,891549570
222,700,3.0,881060550
130,90,4.0,875801920
46,1062,5.0,883614766
222,739,4.0,878184924
109,4,2.0,880572756
109,42,1.0,880572756
222,293,3.0,877563353
222,93,2.0,883815577
290,418,3.0,880474293
217,797,4.0,889070011
222,231,2.0,878182005
159,237,3.0,880485766
152,866,5.0,880149224
219,13,1.0,889452455
290,202,4.0,880474590
222,1239,2.0,881060762
130,1277,4.0,876250897
130,748,4.0,874953526
130,148,4.0,876251127
130,229,4.0,875802173
222,972,2.0,881059758
130,1215,2.0,876251389
222,756,4.0,877564031
285,628,2.0,890595636
277,9,4.0,879543336
222,155,4.0,878184113
223,249,2.0,891549876
290,546,2.0,880475564
290,404,3.0,880475341
217,53,1.0,889069974
222,436,4.0,878184358
152,98,2.0,882473974
290,818,3.0,880732656
109,823,3.0,880572296
152,167,5.0,882477430
222,577,1.0,878185137
222,550,3.0,878184623
109,357,2.0,880572528
217,68,3.0,889069974
109,665,5.0,880582384
222,96,5.0,878181739
222,1226,4.0,883815840
223,69,5.0,891550889
130,58,2.0,876251619
222,413,3.0,881061213
130,47,3.0,875801470
222,313,4.0,883814858
309,326,5.0,877370383
222,234,2.0,878181387
238,476,3.0,883576799
190,282,3.0,891033773
159,1002,3.0,884027027
277,151,3.0,879543768
130,276,4.0,878537447
265,328,4.0,875320084
222,40,1.0,881060550
130,228,4.0,875216420
101,840,3.0,877136659
159,831,2.0,880557604
222,182,4.0,881058666
222,829,3.0,877563934
152,220,5.0,884035907
159,871,4.0,880557003
238,181,3.0,883576336
130,222,4.0,874953769
223,248,1.0,891549683
109,278,3.0,880571770
277,129,4.0,879543653
130,357,5.0,875216933
190,300,4.0,891033606
109,69,4.0,880572561
130,158,5.0,875801897
159,451,5.0,884360502
46,127,5.0,883616133
217,554,3.0,889070050
130,3,5.0,876250897
152,255,5.0,884035936
152,1028,5.0,880149197
277,117,4.0,879544145
222,1089,1.0,877563659
130,374,4.0,875217392
